,paperId,title,abstract,year,referenceCount,citationCount,journal,citationStyles,authors
1855,9194330c9379def1e39a96984863027c5b26ba63,"Walk with me: interactions in emotional walking situations, a pilot study","This paper is about interactions between real and virtual humans. We are interested in whole body and emotionally tinted situations of interactions. We focus on the daily situation of walking together. We propose two experiments. In a first experiment, we measure the effect of emotions on the kinematics and metrics of interactions between two walkers. Then, in a second experiment, we reproduce a similar situation of interaction between a real subject and a virtual walker expressing emotions. We perform comparisons between real-real interactions and real-virtual ones. We show promising results: similar effects are observed on the kinematics of interactions in both experiments. We implicitly demonstrate the ability of real subjects to perceive emotions expressed by a virtual character through whole body motion. We show that real subjects' reaction to the behavior of an expressive virtual character complies with their reaction to the behavior of an expressive real human walker. This result is one step toward the use of such virtual reality platform to study social interactions through fully controlled experiments.",2013.0,47.0,21.0,{'name': 'Proceedings of the ACM Symposium on Applied Perception'},"{'bibtex': '@Article{Perrinet2013WalkWM,\n author = {Jonathan Perrinet and A. Olivier and J. Pettré},\n journal = {Proceedings of the ACM Symposium on Applied Perception},\n title = {Walk with me: interactions in emotional walking situations, a pilot study},\n year = {2013}\n}\n'}","[{'authorId': '3328278', 'name': 'Jonathan Perrinet'}, {'authorId': '1851306', 'name': 'A. Olivier'}, {'authorId': '2235773', 'name': 'J. Pettré'}]"
1856,919eebb0308f0cbcc2f30a5f925f404ba6c0baa6,The Sound of Trust: Voice as a Measurement of Trust During Interactions with Embodied Conversational Agents,,2013.0,50.0,92.0,"{'volume': '22', 'pages': '897-913', 'name': 'Group Decision and Negotiation'}","{'bibtex': '@Article{Elkins2013TheSO,\n author = {A. Elkins and D. Derrick},\n journal = {Group Decision and Negotiation},\n pages = {897-913},\n title = {The Sound of Trust: Voice as a Measurement of Trust During Interactions with Embodied Conversational Agents},\n volume = {22},\n year = {2013}\n}\n'}","[{'authorId': '3329640', 'name': 'A. Elkins'}, {'authorId': '3286035', 'name': 'D. Derrick'}]"
1857,91d98de3a63c1c4705222442b2da634c2abdf185,"Duchenne smile, emotional experience, and autonomic reactivity: a test of the facial feedback hypothesis.","This study examined the modulatory function of Duchenne and non-Duchenne smiles on subjective and autonomic components of emotion. Participants were asked to hold a pencil in their mouth to either facilitate or inhibit smiles and were not instructed to contract specific muscles. Five conditions--namely lips pressing, low-level non-Duchenne smiling, high-level non-Duchenne smiling, Duchenne smiling, and control--were produced while participants watched videoclips that were evocative of positive or negative affect. Participants who displayed Duchenne smiles reported more positive experience when pleasant scenes and humorous cartoons were presented. Furthermore, they tended to exhibit different patterns of autonomic arousal when viewing positive scenes. These results support thefacial feedback hypothesis and suggest that facial feedback has more powerful effects when facial configurations represent valid analogs of basic emotional expressions.",2002.0,80.0,292.0,"{'volume': '2 1', 'pages': '\n          52-74\n        ', 'name': 'Emotion'}","{'bibtex': '@Article{Soussignan2002DuchenneSE,\n author = {R. Soussignan},\n journal = {Emotion},\n pages = {\n          52-74\n        },\n title = {Duchenne smile, emotional experience, and autonomic reactivity: a test of the facial feedback hypothesis.},\n volume = {2 1},\n year = {2002}\n}\n'}","[{'authorId': '4122160', 'name': 'R. Soussignan'}]"
1858,920cff48a795140c443994a3eaed1a46076ae166,Real-Time Path Planning in Dynamic Virtual Environments Using Multiagent Navigation Graphs,"We present a novel approach for efficient path planning and navigation of multiple virtual agents in complex dynamic scenes. We introduce a new data structure, Multiagent Navigation Graph (MaNG), which is constructed using first- and second-order Voronoi diagrams. The MaNG is used to perform route planning and proximity computations for each agent in real time. Moreover, we use the path information and proximity relationships for the local dynamics computation of each agent by extending a social force model [15]. We compute the MaNG using graphics hardware and present culling techniques to accelerate the computation. We also address undersampling issues and present techniques to improve the accuracy of our algorithm. Our algorithm is used for real-time multiagent planning in pursuit-evasion, terrain exploration, and crowd simulation scenarios consisting of hundreds of moving agents, each with a distinct goal.",2008.0,46.0,119.0,"{'volume': '14', 'pages': '526-538', 'name': 'IEEE Transactions on Visualization and Computer Graphics'}","{'bibtex': '@Article{Sud2008RealTimePP,\n author = {Avneesh Sud and Erik Andersen and Sean Curtis and M. Lin and Dinesh Manocha},\n journal = {IEEE Transactions on Visualization and Computer Graphics},\n pages = {526-538},\n title = {Real-Time Path Planning in Dynamic Virtual Environments Using Multiagent Navigation Graphs},\n volume = {14},\n year = {2008}\n}\n'}","[{'authorId': '1906449', 'name': 'Avneesh Sud'}, {'authorId': '2059599943', 'name': 'Erik Andersen'}, {'authorId': '144564863', 'name': 'Sean Curtis'}, {'authorId': '144247566', 'name': 'M. Lin'}, {'authorId': '1699159', 'name': 'Dinesh Manocha'}]"
1859,9215668b672e7bb53e08f4e1cdeaf8291565f8da,Diagnostic and Statistical Manual of Mental Disorders (DSM-IV-TR),"The Diagnostic and Statistical Manual of Mental Disorders, fourth edition, text revision (DSM-IV-TR) (American Psychiatric Association [APA], 2000) is a compendium of mental disorders, a listing of the criteria used to diagnose them, and a detailed system for their definition, organization, and classification. Put simply, it is the primary diagnostic manual for mental health professionals in the United States and much of the Western world. Diagnosis refers to the identification and labeling of a mental disorder by examination and analysis. Mental health professionals diagnose individuals based on the symptoms that they report experiencing and the signs of illness with which they present. The DSM-IV-TR aids professionals in understanding and diagnosing mental disorders through its provision of explicit diagnostic criteria and an official classification system. 
 
 
Keywords: 
 
diagnosis; 
classification; 
mental illness; 
psychopathology",2010.0,3.0,6846.0,"{'volume': '', 'pages': '1-3', 'name': ''}","{'bibtex': '@Inproceedings{Segal2010DiagnosticAS,\n author = {D. Segal},\n pages = {1-3},\n title = {Diagnostic and Statistical Manual of Mental Disorders (DSM-IV-TR)},\n year = {2010}\n}\n'}","[{'authorId': '47187149', 'name': 'D. Segal'}]"
1860,922c2f4f7e38e3cefdd052fc021f4e1cd9411e6a,Tuberculosis,"Editor's Note: This issue of In the Clinic has been updated. One third of the world population has Mycobacterium tuberculosis infection (1). Despite recent progress in the United States, tuberculosis infection remains prevalent in immigrants, immunosuppressed persons, and other high-risk groups (3). Latent tuberculosis infection (LTBI) is the most prevalent form of tuberculosis in the United States (2). LTBI can progress to active tuberculosis disease, especially in individuals with a suppressed cell-mediated immunity. Active tuberculosis disease in immuno-suppressed patients can be difficult to diagnose and can progress to disseminated forms of tuberculosis disease associated with high mortality (4). New methods of diagnosing tuberculosis disease have entered practice in recent years (5), but the diagnosis of LTBI can be challenging in some high-risk populations (6, 7). The introduction of directly observed therapy with first-line antituberculous regimens (8) was an important advance in therapy, but multidrug-resistant tuberculosis (MDR-TB) and the extensively resistant form of MDR-TB remain significant threats to international and local tuberculosis control efforts (9, 10). Screening and Prevention Who should be screened for tuberculosis? Clinicians should screen all individuals at risk for tuberculosis infection, including close contacts of persons who have active pulmonary tuberculosis. Table 1 identifies asymptomatic individuals who should be screened because they are at high risk for exposure to active tuberculosis or at high risk for disease once infected. Table 1. Risk Factors for Tuberculosis Infection or Progression to Disease After Infection What tests are used to screen for tuberculosis? The tuberculin skin test (TST) with purified protein derivative (PPD) and the Mantoux method have been in use for more than 100 years to screen for tuberculosis. The TST result may not become positive for 8 to 10 weeks after exposure to active tuberculosis. The TST can give false-positive results in patient with previous bacille Calmette-Gurin (BCG) vaccination or other mycobacterial infections and false-negative results in anergic or immunosuppressed patients; however, previous BCG vaccination should not change the interpretation of the TST in most adults. The newer interferon- release assays (IGRAs), including the 2 U.S. Food and Drug Administration-approved commercial tests (T-SPOT.TB [Oxford Immunotec, Oxford, United Kingdom], and QuantiFERON-TB Gold and its In-tube version [Cellestis, Valencia, California]) can also be used in circumstances in which the TST is currently used (11). IGRAs assess the T-cell lymphocyte response to specific M. tuberculosis antigens (for example, ESAT-6 and CFP-10) and are more specific, and possibly more sensitive, than TST (12, 13). However, information about IGRA performance is limited in immunocompromised patients and patients receiving immunosuppressive therapy (6, 14). The commercially available IGRAs also have limitations; indeterminate results can occur in immunosuppressed patients, more so with QuantiFERON TB Gold than T-SPOT.TB (6). Discordant results between TST and IGRA testing also occur in about 20% of individuals (13), which could be related, at least in part, to differences in performance characteristics of these tests (5) and to characteristics of the studied populations, such as the prevalence of persons previously vaccinated with BCG and the proportion of persons born outside the United States (15, 16). In addition to their improved specificity compared with TST, IGRAs have several practical advantages. They do not require a second visit for reading and they do not trigger amnestic responses. Longitudinal data supporting the predictive value of IGRA testing is limited, however, in contrast to the many studies of TST for predicting active tuberculosis (17). A recent study from a high-incidence area of tuberculosis in Africa found that initial test results were positive in only 56% of TST testing and 52% of IGRA testing in close household contacts who developed active tuberculosis during 2 years of follow up. Of these close household contacts who developed active tuberculosis, 71% had a positive result with either TST or IGRA during their initial evaluations (18). Another prospective study (19) from a country with a low incidence of tuberculosis suggests that IGRA testing could be more accurate than TST for diagnosing LTBI and for detecting individuals who will progress to active tuberculosis, but more longitudinal data are needed, especially in immunosuppressed individuals. What can patients do to reduce their likelihood of becoming infected with tuberculosis? Tuberculosis is mainly transmitted by the airborne route from a patient with respiratory symptoms, and its ability to infect others decreases significantly after 2 weeks of effective therapy (20, 22). Therefore, prevention of tuberculosis transmission involves promptly identifying and treating patients with active tuberculosis. For hospitalized patients, prevention includes isolating patients with tuberculosis from other patients and strictly applying other hospital infection control practices (23, 24). Patients usually can be removed from airborne infection isolation when they are no longer considered infectious. Patients are no longer infectious when they are on adequate tuberculosis drug therapy, have had a significant clinical response to therapy, and have had negative results on 3 consecutive sputum smears for acid-fast bacilli (AFB). Some patients can be isolated from outsiders at home after appropriate evaluation and the initiation of outpatient treatment. Isolation of patients at home assumes that household contacts already have been exposed and that further exposure will not affect their outcomes. Two studies, one in India and one in Arkansas, showed similar rates of disease or infection in exposed household contacts whether the patient was admitted to the hospital or allowed to remain at home for initial treatment (25, 26). However, if household contacts of the patients with infectious tuberculosis are at high risk (for example, infants or immuno-compromised persons), housing the patient elsewhere until he or she meets noninfectious criteria should be strongly considered. Hospitalization may be required until housing can be obtained (27). Educating health care workers to evaluate exposed persons for active tuberculosis by obtaining sputum for AFB testing when they have respiratory symptoms has been shown to improve the case detection rates in primary care settings (28). What should clinicians tell patients with active tuberculosis to protect household members and other contacts from infection? Clinicians should teach patients to cough into disposable tissues and to cover their nose and mouth when coughing or sneezing to contain droplet nuclei before they are expelled into the air. Patients who are placed in airborne infection isolation rooms should be educated about the transmission of tuberculosis, the reasons for isolation, and the importance of staying in their rooms. Every effort should be made to help the patient follow the isolation policy (29). Hospital employees and physicians who come in contact with an infectious or suspected infectious patient should wear previously fitted particulate respirators certified by the National Institute for Occupational Safety and Health for protection against tuberculosis, which does not include surgical masks. What are the physician's public health responsibilities after making a diagnosis of active tuberculosis? All 50 U.S. states require physicians to notify public health authorities about all patients suspected of having active tuberculosis (22, 23), which can enable identification of other cases and potentially prevent further transmission of tuberculosis in the community. Genetic fingerprinting of tuberculosis isolates during an outbreak can help public health authorities detect tuberculosis infection in the community (30). Clinical Bottom Line: Screening and Prevention Clinicians should screen persons who have close contact with a person who has active pulmonary tuberculosis, and screen other persons who are at high risk for infection or for progression to disease once infected. Clinicians should screen with TST or IGRAs and should prevent infection by identifying and treating persons with active pulmonary tuberculosis. Patient airborn infection isolation is an important part of early treatment and prevention of transmission. Persons who provide care to patients with active pulmonary tuberculosis should wear particulate respirators. Clinicians should notify public health authorities about patients with suspected active tuberculosis. Diagnosis What signs and symptoms suggest active tuberculosis? Although tuberculosis can cause disease in many parts of the body, this article focuses on pulmonary tuberculosis because it is the most common form of the disease. Clinicians should consider a diagnosis of pulmonary tuberculosis and evaluate patients for tuberculosis if the patient has constitutional or pulmonary signs and symptoms, such as cough longer than 2 to 3 weeks (may not be productive until later in course of disease), hemoptysis (more likely with cavitation and rarely a presenting symptom), chest pain, fever, chills, night sweats, weight loss, easy fatigability, or anorexia. Some patients have classic signs and symptoms, but it is rare for someone to have most of the classic signs and symptoms except in advanced disease, and many patients will have few of them. Some patients with active pulmonary tuberculosis infection can be fairly asymptomatic. Table 2 shows some of the main findings from the history and the physical examination that are associated with active tuberculosis disease. Table 2. Findings from the History and Physical Examination in Patients with Active Tuberculosis One study reviewed 101 patients admitted to respiratory isolation to rul",1904.0,142.0,1839.0,"{'volume': '36', 'pages': '154 - 155', 'name': 'The Hospital'}","{'bibtex': '@Article{Escalante1904Tuberculosis,\n author = {P. Escalante},\n journal = {The Hospital},\n pages = {154 - 155},\n title = {Tuberculosis},\n volume = {36},\n year = {1904}\n}\n'}","[{'authorId': '4709455', 'name': 'P. Escalante'}]"
1861,925ca7a19fd953176a71650396593595a3ec5721,Does communicating safety matter?,,2020.0,95.0,33.0,{'name': 'Annals of Tourism Research'},"{'bibtex': '@Article{Wang2020DoesCS,\n author = {Fatima Wang and Carmen López},\n journal = {Annals of Tourism Research},\n title = {Does communicating safety matter?},\n year = {2020}\n}\n'}","[{'authorId': '113437540', 'name': 'Fatima Wang'}, {'authorId': '118562893', 'name': 'Carmen López'}]"
1862,92912cbccbf74bd4fc95a74a1103cf7b50d5e07f,"Virtual reality, presence, and attitude change: Empirical evidence from tourism",,2018.0,116.0,559.0,{'name': 'Tourism Management'},"{'bibtex': '@Article{Tussyadiah2018VirtualRP,\n author = {Iis P. Tussyadiah and Dan Wang and T. Jung and M. C. T. Dieck},\n journal = {Tourism Management},\n title = {Virtual reality, presence, and attitude change: Empirical evidence from tourism},\n year = {2018}\n}\n'}","[{'authorId': '7403446', 'name': 'Iis P. Tussyadiah'}, {'authorId': '144633071', 'name': 'Dan Wang'}, {'authorId': '145356778', 'name': 'T. Jung'}, {'authorId': '1573226202', 'name': 'M. C. T. Dieck'}]"
1863,9295d40353cbe4c56bbcf813abefb028b4a5ed65,Lip movement synthesis from speech based on hidden Markov models,"Speech intelligibility can be improved by adding lip image and facial image to speech signal. Thus the lip image synthesis plays an important role to realize a natural human-like face of computer agents. Moreover the synthesized lip movement images can compensate lack of auditory information for hearing impaired people. We propose a novel lip movement synthesis method based on mapping from input speech based on Hidden Markov Model (HMM). This paper compares the HMM-based method and a conventional method using vector quantization (VQ). In the experiment, error and time differential error between synthesized lip movement images and original ones are used for evaluation. The result shows that the error of the HMM based method is 8.7% smaller than that of the VQ-based method. Moreover, the HMM-based method reduces time differential error by 32% than the VQ's. The result also shows that the errors are mostly caused by phoneme /h/ and /Q/. Since lip shapes of those phonemes are strongly dependent on succeeding phoneme, the context dependent synthesis on the HMM-based method is applied to reduce the error. The improved HMM-based method realizes reduction of the error (differential error) by 10.5% (11%) compared with the original HMM-based method.",1998.0,23.0,135.0,"{'pages': '154-159', 'name': 'Proceedings Third IEEE International Conference on Automatic Face and Gesture Recognition'}","{'bibtex': '@Article{Yamamoto1998LipMS,\n author = {E. Yamamoto and Satoshi Nakamura and K. Shikano},\n journal = {Proceedings Third IEEE International Conference on Automatic Face and Gesture Recognition},\n pages = {154-159},\n title = {Lip movement synthesis from speech based on hidden Markov models},\n year = {1998}\n}\n'}","[{'authorId': '2290237', 'name': 'E. Yamamoto'}, {'authorId': '145223960', 'name': 'Satoshi Nakamura'}, {'authorId': '9243990', 'name': 'K. Shikano'}]"
1864,92b648eabe5a9d95fa2389b4a93472322d43309d,"Testing the relationship between mimicry, trust and rapport in virtual reality conversations",,2016.0,68.0,45.0,"{'volume': '6', 'name': 'Scientific Reports'}","{'bibtex': '@Article{Hale2016TestingTR,\n author = {Joanna Hale and A. Hamilton},\n journal = {Scientific Reports},\n title = {Testing the relationship between mimicry, trust and rapport in virtual reality conversations},\n volume = {6},\n year = {2016}\n}\n'}","[{'authorId': '153068102', 'name': 'Joanna Hale'}, {'authorId': '145213359', 'name': 'A. Hamilton'}]"
1865,92b6aeb4e4f8e0c170f33ba274ce1830db9c9496,Threshold Models of Collective Behavior,"Models of collective behavior are developed for situations where actors have two alternatives and the costs and/or benefits of each depend on how many other actors choose which alternative. The key concept is that of ""threshold"": the number or proportion of others who must make one decision before a given actor does so; this is the point where net benefits begin to exceed net costs for that particular actor. Beginning with a frequency distribution of thresholds, the models allow calculation of the ultimate or ""equilibrium"" number making each decision. The stability of equilibrium results against various possible changes in threshold distributions is considered. Stress is placed on the importance of exact distributions distributions for outcomes. Groups with similar average preferences may generate very different results; hence it is hazardous to infer individual dispositions from aggregate outcomes or to assume that behavior was directed by ultimately agreed-upon norms. Suggested applications are to riot behavior, innovation and rumor diffusion, strikes, voting, and migration. Issues of measurement, falsification, and verification are discussed.",1978.0,36.0,5264.0,"{'volume': '83', 'pages': '1420 - 1443', 'name': 'American Journal of Sociology'}","{'bibtex': '@Article{Granovetter1978ThresholdMO,\n author = {Mark S. Granovetter},\n journal = {American Journal of Sociology},\n pages = {1420 - 1443},\n title = {Threshold Models of Collective Behavior},\n volume = {83},\n year = {1978}\n}\n'}","[{'authorId': '5673974', 'name': 'Mark S. Granovetter'}]"
1866,92b7dcc02b9bf8cf5775f6627e4172dbd371d198,Social Influence in Virtual Environments,,2012.0,0.0,26.0,"{'volume': '', 'pages': '305-315', 'name': ''}","{'bibtex': '@Inproceedings{Blascovich2012SocialII,\n author = {J. Blascovich and C. McCall},\n pages = {305-315},\n title = {Social Influence in Virtual Environments},\n year = {2012}\n}\n'}","[{'authorId': '2307657', 'name': 'J. Blascovich'}, {'authorId': '143682925', 'name': 'C. McCall'}]"
1867,92bd164b108193d21cb600939d0fb4620e1cf729,Basking in Reflected Glory: Three (Football) Field Studies,"The tendency to ""bask in reflected glory"" (BIRG) by publicly announcing one's associations with successful others was investigated in three field experiments. All three studies showed this effect to occur even though the person striving to bask in the glory of a successful source was not involved in the cause of the source's success. Experiment 1 demonstrated the BIRG phenomenon by showing a greater tendency for university students to wear schoolidentifying apparel after their school's football team had been victorious than nonvictorious. Experiments 2 and 3 replicated this effect by showing that students used the pronoun tee more when describing a victory than a nonvktory of their school's football team. A model was developed asserting that the BIRG response represents an attempt to enhance one's public image. Experiments 2 and 3 indicated, in support of this assertion, that the tendency to proclaim a connection with a positive source was strongest when one's publk image was threatened.",1976.0,10.0,2165.0,"{'volume': '34', 'pages': '366-375', 'name': 'Journal of Personality and Social Psychology'}","{'bibtex': '@Article{Cialdini1976BaskingIR,\n author = {R. Cialdini and R. Borden and A. Thorne and M. R. Walker and Stephen W. Freeman and L. Sloan},\n journal = {Journal of Personality and Social Psychology},\n pages = {366-375},\n title = {Basking in Reflected Glory: Three (Football) Field Studies},\n volume = {34},\n year = {1976}\n}\n'}","[{'authorId': '3126227', 'name': 'R. Cialdini'}, {'authorId': '117745317', 'name': 'R. Borden'}, {'authorId': '152181321', 'name': 'A. Thorne'}, {'authorId': '113709482', 'name': 'M. R. Walker'}, {'authorId': '115388354', 'name': 'Stephen W. Freeman'}, {'authorId': '113501088', 'name': 'L. Sloan'}]"
1868,92bed1ffb5d5eb17a5d45d0e8f784c46caaa693c,AutoTutor: A tutor with dialogue in natural language,,2004.0,83.0,465.0,"{'volume': '36', 'pages': '180-192', 'name': 'Behavior Research Methods, Instruments, & Computers'}","{'bibtex': '@Article{Graesser2004AutoTutorAT,\n author = {A. Graesser and Shulan Lu and G. T. Jackson and Heather H. Mitchell and M. Ventura and A. Olney and M. Louwerse},\n journal = {Behavior Research Methods, Instruments, & Computers},\n pages = {180-192},\n title = {AutoTutor: A tutor with dialogue in natural language},\n volume = {36},\n year = {2004}\n}\n'}","[{'authorId': '1769251', 'name': 'A. Graesser'}, {'authorId': '2772086', 'name': 'Shulan Lu'}, {'authorId': '144874959', 'name': 'G. T. Jackson'}, {'authorId': '40490729', 'name': 'Heather H. Mitchell'}, {'authorId': '2056465739', 'name': 'M. Ventura'}, {'authorId': '1731622', 'name': 'A. Olney'}, {'authorId': '2073332', 'name': 'M. Louwerse'}]"
1869,92cde0e3c147fbda56066650348b90a84afe8bcb,Does Neutralization of Gastric Aspirates from Children with Suspected Intrathoracic Tuberculosis Affect Mycobacterial Yields on MGIT Culture?,"ABSTRACT The microbiological confirmation of pulmonary tuberculosis in children relies on cultures of gastric aspirate (GA) specimens. Conventionally, GAs are neutralized to improve culture yields of mycobacteria. However, there are limited data to support this practice. To study the utility of neutralization of GAs with sodium bicarbonate in children with intrathoracic tuberculosis, a total of 116 children of either sex, aged 6 months to 14 years (median age, 120 months; interquartile range [IQR], 7 to 192 months), underwent gastric aspiration on 2 consecutive days. Gastric aspirates were divided into two aliquots, and only one aliquot was neutralized with 1% sodium bicarbonate. Both aliquots were processed for smear and culture examinations. Out of the 232 gastric aspirates, 12 (5.17%) were acid-fast bacilli (AFB) smear positive. There were no differences in smear positivity rates from samples with or without neutralization. The yield of Mycobacterium tuberculosis on a Bactec MGIT 960 culture system was significantly lower in the neutralized samples (16.3% [38/232]) than in the nonneutralized samples (21.5% [50/232]) (P = 0.023). There was no significant difference between the neutralized and the nonneutralized samples in time to detection using the MGIT 960 system (average, 24.6 days; IQR, 12 to 37 days) (P = 0.9). The contamination rates were significantly higher in the neutralized samples than in the nonneutralized samples (17.2% [40/232] versus 3.9% [9/232]) (P = 0.001). The agreement for positive mycobacterial culture between the two approaches was 66.5% (P = 0.001). Hence, we recommend that gastric aspirate samples not be neutralized with sodium bicarbonate prior to culture for M. tuberculosis.",2013.0,21.0,27.0,"{'volume': '51', 'pages': '1753 - 1756', 'name': 'Journal of Clinical Microbiology'}","{'bibtex': '@Article{Parashar2013DoesNO,\n author = {D. Parashar and S. Kabra and R. Lodha and Varinder Singh and A. Mukherjee and Tina Arya and H. Grewal and Sarman Singh},\n journal = {Journal of Clinical Microbiology},\n pages = {1753 - 1756},\n title = {Does Neutralization of Gastric Aspirates from Children with Suspected Intrathoracic Tuberculosis Affect Mycobacterial Yields on MGIT Culture?},\n volume = {51},\n year = {2013}\n}\n'}","[{'authorId': '8252450', 'name': 'D. Parashar'}, {'authorId': '48114122', 'name': 'S. Kabra'}, {'authorId': '4298582', 'name': 'R. Lodha'}, {'authorId': '2116377122', 'name': 'Varinder Singh'}, {'authorId': '145581455', 'name': 'A. Mukherjee'}, {'authorId': '40004190', 'name': 'Tina Arya'}, {'authorId': '32528451', 'name': 'H. Grewal'}, {'authorId': '2108309810', 'name': 'Sarman Singh'}]"
1870,92dfa9b35c8e8d9d80eefbe3964b3b02a15597ed,"Immersive Environments and Virtual Reality: Systematic Review and Advances in Communication, Interaction and Simulation","Today, virtual reality and immersive environments are lines of research which can be applied to numerous scientific and educational domains. Immersive digital media needs new approaches regarding its interactive and immersive features, which means the design of new narratives and relationships with users. Additionally, ICT (information and communication theory) evolves through more immersive and interactive scenarios, it being necessary to design and conceive new forms of representing information and improving users’ interaction with immersive environments. Virtual reality and technologies associated with the virtuality continuum, such as immersive and digital environments, are emerging media. As a medium, this approach may help to build and represent ideas and concepts, as well as developing new languages. This review analyses the cutting-edge expressive, interactive and representative potential of immersive digital technologies. It also considers future possibilities regarding the evolution of these immersive technologies, such as virtual reality, in coming years, in order to apply them to diverse scientific, artistic or informational and educational domains. We conclude that virtual reality is an ensemble of technological innovations, but also a concept, and propose models to link it with the latest in other domains such as UX (user experience), interaction design. This concept can help researchers and developers to design new experiences and conceive new expressive models that can be applied to a wide range of scientific lines of research and educational dynamics.",2017.0,112.0,119.0,"{'volume': '1', 'pages': '21', 'name': 'Multimodal Technol. Interact.'}","{'bibtex': '@Article{Rubio-Tamayo2017ImmersiveEA,\n author = {Jose Luis Rubio-Tamayo and M. Gértrudix-Barrio and F. García},\n journal = {Multimodal Technol. Interact.},\n pages = {21},\n title = {Immersive Environments and Virtual Reality: Systematic Review and Advances in Communication, Interaction and Simulation},\n volume = {1},\n year = {2017}\n}\n'}","[{'authorId': '1414089351', 'name': 'Jose Luis Rubio-Tamayo'}, {'authorId': '2077115073', 'name': 'M. Gértrudix-Barrio'}, {'authorId': '150998611', 'name': 'F. García'}]"
1871,92dfe7e03f007a4cbfb1af57b79e31660ad7525f,Happy faces considered trustworthy irrespective of perceiver's mood: Challenges to the mood congruency effect,,2014.0,48.0,12.0,"{'volume': '47', 'pages': '85-93', 'name': 'Comput. Secur.'}","{'bibtex': ""@Article{Dong2014HappyFC,\n author = {Yan Dong and Yongna Li and Tingting Sun},\n journal = {Comput. Secur.},\n pages = {85-93},\n title = {Happy faces considered trustworthy irrespective of perceiver's mood: Challenges to the mood congruency effect},\n volume = {47},\n year = {2014}\n}\n""}","[{'authorId': '2153514729', 'name': 'Yan Dong'}, {'authorId': '2950532', 'name': 'Yongna Li'}, {'authorId': '2113205902', 'name': 'Tingting Sun'}]"
1872,92f2ae2ebdb79c38b65df273174b1f22809be123,Cellular automaton model for social forces interaction in building evacuation for sustainable society,,2020.0,57.0,23.0,"{'volume': '53', 'pages': '101913', 'name': 'Sustainable Cities and Society'}","{'bibtex': '@Article{Chen2020CellularAM,\n author = {Yameng Chen and Chen Wang and Heng Li and J. B. Yap and Rui Tang and Bingqing Xu},\n journal = {Sustainable Cities and Society},\n pages = {101913},\n title = {Cellular automaton model for social forces interaction in building evacuation for sustainable society},\n volume = {53},\n year = {2020}\n}\n'}","[{'authorId': '2109311532', 'name': 'Yameng Chen'}, {'authorId': '2053841810', 'name': 'Chen Wang'}, {'authorId': '2153612866', 'name': 'Heng Li'}, {'authorId': '40040355', 'name': 'J. B. Yap'}, {'authorId': '2057060739', 'name': 'Rui Tang'}, {'authorId': '2113743559', 'name': 'Bingqing Xu'}]"
1873,9301a9e3c5e30dbd89ce3461a9ce1c3543297314,"The Influence of Facial Emotion Displays, Gender, and Ethnicity on Judgments of Dominance and Affiliation",,2000.0,33.0,338.0,"{'volume': '24', 'pages': '265-283', 'name': 'Journal of Nonverbal Behavior'}","{'bibtex': '@Article{Hess2000TheIO,\n author = {U. Hess and S. Blairy and R. Kleck},\n journal = {Journal of Nonverbal Behavior},\n pages = {265-283},\n title = {The Influence of Facial Emotion Displays, Gender, and Ethnicity on Judgments of Dominance and Affiliation},\n volume = {24},\n year = {2000}\n}\n'}","[{'authorId': '3067657', 'name': 'U. Hess'}, {'authorId': '50716507', 'name': 'S. Blairy'}, {'authorId': '4170904', 'name': 'R. Kleck'}]"
1874,93136abfb492dca26428b20d1573bd96ad3baa9c,"The social zebrafish: Behavioral responses to conspecific, heterospecific, and computer animated fish",,2008.0,44.0,342.0,"{'volume': '191', 'pages': '77-87', 'name': 'Behavioural Brain Research'}","{'bibtex': '@Article{Saverino2008TheSZ,\n author = {Cristina Saverino and R. Gerlai},\n journal = {Behavioural Brain Research},\n pages = {77-87},\n title = {The social zebrafish: Behavioral responses to conspecific, heterospecific, and computer animated fish},\n volume = {191},\n year = {2008}\n}\n'}","[{'authorId': '1914098', 'name': 'Cristina Saverino'}, {'authorId': '4809629', 'name': 'R. Gerlai'}]"
1875,9319462bc2e2a2619ff1ac074df108b4807f5e69,Inside-Out: From Basic Emotions Theory to the Behavioral Ecology View,,2019.0,195.0,71.0,"{'volume': '43', 'pages': '161-194', 'name': 'Journal of Nonverbal Behavior'}","{'bibtex': '@Article{Crivelli2019InsideOutFB,\n author = {Carlos Crivelli and A. J. Fridlund},\n journal = {Journal of Nonverbal Behavior},\n pages = {161-194},\n title = {Inside-Out: From Basic Emotions Theory to the Behavioral Ecology View},\n volume = {43},\n year = {2019}\n}\n'}","[{'authorId': '5620022', 'name': 'Carlos Crivelli'}, {'authorId': '1903481', 'name': 'A. J. Fridlund'}]"
