,paperId,title,abstract,year,referenceCount,citationCount,isOpenAccess,openAccessPdf,journal,citationStyles,authors
1842,9dd9e154c79176b7df5f1e52e5d534089b302f1d,Differential attentional guidance by unattended faces expressing positive and negative emotion,,2001.0,45.0,601.0,True,"{'url': 'https://link.springer.com/content/pdf/10.3758/BF03194519.pdf', 'status': None}","{'volume': '63', 'pages': '1004-1013', 'name': 'Perception & Psychophysics'}","{'bibtex': '@Article{Eastwood2001DifferentialAG,\n author = {J. Eastwood and D. Smilek and P. Merikle},\n journal = {Perception & Psychophysics},\n pages = {1004-1013},\n title = {Differential attentional guidance by unattended faces expressing positive and negative emotion},\n volume = {63},\n year = {2001}\n}\n'}","[{'authorId': '3641490', 'name': 'J. Eastwood'}, {'authorId': '2562337', 'name': 'D. Smilek'}, {'authorId': '5367295', 'name': 'P. Merikle'}]"
1843,9ddd1b65e133de101c0100e90e0588c075d6fba8,The role of co-regulation for the development of social-emotional competence,"Regulating emotions volitionally requires the inhibition and modification of an elicited emotional action readiness and includes phases of reflection, planning and self-regulation. The proposed internalization model of reflective emotion regulation argues that caregivers’ co-regulation of emotionally challenging events plays a constitutive role for the development of 4- to 6-year-olds’ reflective emotion regulation. The model specifies the gradual shift from co- to self-regulation by focusing on two important ways how caregivers structure emotionally challenging interactions: Through emotion talk, caregivers promote the development of preschoolers’ emotional awareness. Once established, they support children in establishing a repertoire of effective emotion regulation strategies and they guide preschoolers’ emerging skills to generate, evaluate, and select from alternative appraisals or behavioral responses.",2016.0,87.0,23.0,False,,"{'volume': '2', 'pages': '17-32', 'name': ''}","{'bibtex': '@Inproceedings{Silkenbeumer2016TheRO,\n author = {Judith Rebecca Silkenbeumer and Eva-Maria Schiller and Manfred Holodynski and Joscha Kärtner},\n pages = {17-32},\n title = {The role of co-regulation for the development of social-emotional competence},\n volume = {2},\n year = {2016}\n}\n'}","[{'authorId': '115964516', 'name': 'Judith Rebecca Silkenbeumer'}, {'authorId': '2052760391', 'name': 'Eva-Maria Schiller'}, {'authorId': '6051757', 'name': 'Manfred Holodynski'}, {'authorId': '4185170', 'name': 'Joscha Kärtner'}]"
1844,9dfcec6f6fe0645d13c1c2618eb500cd30287ae5,E-learners Kansei experience towards expert-like virtual agent: A case study,"The rapid growth of Internet users and diverse Web 5.0 technologies has made the research scholars and educators to think of intelligent tools such as; expert-like virtual agents as an effective e-learning tool. The success of an e-learning tool relies primarily on the level of acceptance of the tool by the e-learners and their state of emotion while using the tool. Therefore, addressing e-learner's emotional competences is important to understand the implicit emotion of the young minds. In this context, virtual agents are expected to play the role of instructors in a virtual learning environment. This paper aims to study the affective design of the Virtual Agent in terms of attractiveness and realism that adopts Kansei Engineering, an emerging technology used to explore and validate the emotion structure defined as a complex state of feelings that can result in the changes of human behaviour and thoughts of e-learners. Adding on, the paper also highlights and validates the six universal emotions such as anger, happiness, surprise, disgust, sadness and fear. The findings suggest that the most attractive and realistic virtual agents have higher Kansei value. Some implications of the findings in relation to expert-like virtual agent design and Kansei are discussed in this paper.",2014.0,28.0,1.0,False,,"{'name': '2014 3rd International Conference on User Science and Engineering (i-USEr)', 'pages': '36-41'}","{'bibtex': '@Conference{Ramachandiran2014ElearnersKE,\n author = {C. R. Ramachandiran and N. Jomhari},\n booktitle = {International Conference on User Science and Engineering},\n journal = {2014 3rd International Conference on User Science and Engineering (i-USEr)},\n pages = {36-41},\n title = {E-learners Kansei experience towards expert-like virtual agent: A case study},\n year = {2014}\n}\n'}","[{'authorId': '9157318', 'name': 'C. R. Ramachandiran'}, {'authorId': '2191058', 'name': 'N. Jomhari'}]"
1845,9e0197052e4d35d0a8d81bb2cd37721753270f1c,Dynamics of emotional contagion in dense pedestrian crowds,,2020.0,30.0,16.0,False,,"{'volume': '384', 'pages': '126080', 'name': 'Physics Letters A'}","{'bibtex': '@Article{Xu2020DynamicsOE,\n author = {Tengfei Xu and Dongdong Shi and Juan Chen and Tao Li and P. Lin and Jian Ma},\n journal = {Physics Letters A},\n pages = {126080},\n title = {Dynamics of emotional contagion in dense pedestrian crowds},\n volume = {384},\n year = {2020}\n}\n'}","[{'authorId': '2118717268', 'name': 'Tengfei Xu'}, {'authorId': '2064971197', 'name': 'Dongdong Shi'}, {'authorId': '2108324508', 'name': 'Juan Chen'}, {'authorId': '2149199538', 'name': 'Tao Li'}, {'authorId': '2087501138', 'name': 'P. Lin'}, {'authorId': '119597887', 'name': 'Jian Ma'}]"
1846,9e2a69d52cbd91e6d2bb242d13412fa3920f9baa,"Behind the Robot’s Smiles and Frowns: In Social Context, People Do Not Mirror Android’s Expressions But React to Their Informational Value","Facial actions are key elements of non-verbal behavior. Perceivers’ reactions to others’ facial expressions often represent a match or mirroring (e.g., they smile to a smile). However, the information conveyed by an expression depends on context. Thus, when shown by an opponent, a smile conveys bad news and evokes frowning. The availability of anthropomorphic agents capable of facial actions raises the question of how people respond to such agents in social context. We explored this issue in a study where participants played a strategic game with or against a facially expressive android. Electromyography (EMG) recorded participants’ reactions over zygomaticus muscle (smiling) and corrugator muscle (frowning). We found that participants’ facial responses to android’s expressions reflect their informational value, rather than a direct match. Overall, participants smiled more, and frowned less, when winning than losing. Critically, participants’ responses to the game outcome were similar regardless of whether it was conveyed via the android’s smile or frown. Furthermore, the outcome had greater impact on people’s facial reactions when it was conveyed through android’s face than a computer screen. These findings demonstrate that facial actions of artificial agents impact human facial responding. They also suggest a sophistication in human-robot communication that highlights the signaling value of facial expressions.",2018.0,58.0,11.0,True,"{'url': 'https://www.frontiersin.org/articles/10.3389/fnbot.2018.00014/pdf', 'status': None}","{'volume': '12', 'name': 'Frontiers in Neurorobotics'}","{'bibtex': '@Article{Hofree2018BehindTR,\n author = {Galit Hofree and P. Ruvolo and Audrey Reinert and M. Bartlett and P. Winkielman},\n journal = {Frontiers in Neurorobotics},\n title = {Behind the Robot’s Smiles and Frowns: In Social Context, People Do Not Mirror Android’s Expressions But React to Their Informational Value},\n volume = {12},\n year = {2018}\n}\n'}","[{'authorId': '3092566', 'name': 'Galit Hofree'}, {'authorId': '12114845', 'name': 'P. Ruvolo'}, {'authorId': '2073397460', 'name': 'Audrey Reinert'}, {'authorId': '2218905', 'name': 'M. Bartlett'}, {'authorId': '3122131', 'name': 'P. Winkielman'}]"
1847,9e3bc0c0294d02201466ac1883ec9a6e5b1707c2,Touch increases autonomic coupling between romantic partners,"Interpersonal touch is of paramount importance in human social bonding and close relationships, allowing a unique channel for affect communication. So far the effect of touch on human physiology has been studied at an individual level. The present study aims at extending the study of affective touch from isolated individuals to truly interacting dyads. We have designed an ecological paradigm where romantic partners interact only via touch and we manipulate their empathic states. Simultaneously, we collected their autonomic activity (skin conductance, pulse, respiration). Fourteen couples participated to the experiment. We found that interpersonal touch increased coupling of electrodermal activity between the interacting partners, regardless the intensity and valence of the emotion felt. In addition, physical touch induced strong and reliable changes in physiological states within individuals. These results support an instrumental role of interpersonal touch for affective support in close relationships. Furthermore, they suggest that touch alone allows the emergence of a somatovisceral resonance between interacting individuals, which in turn is likely to form the prerequisites for emotional contagion and empathy.",2014.0,56.0,107.0,True,"{'url': 'https://www.frontiersin.org/articles/10.3389/fnbeh.2014.00095/pdf', 'status': None}","{'volume': '8', 'name': 'Frontiers in Behavioral Neuroscience'}","{'bibtex': '@Article{Chatel-Goldman2014TouchIA,\n author = {Jonas Chatel-Goldman and M. Congedo and C. Jutten and J. Schwartz},\n journal = {Frontiers in Behavioral Neuroscience},\n title = {Touch increases autonomic coupling between romantic partners},\n volume = {8},\n year = {2014}\n}\n'}","[{'authorId': '1401848361', 'name': 'Jonas Chatel-Goldman'}, {'authorId': '3276441', 'name': 'M. Congedo'}, {'authorId': '1696508', 'name': 'C. Jutten'}, {'authorId': '33803854', 'name': 'J. Schwartz'}]"
1848,9e46beca6fbf17d83ae85ce380f7a69106026522,Emotional virtual agent for mobile devices,"The increasing amount of computational capacity of mobile devices allowed the development of real time multimodal applications. This kind of systems use to employ virtual agents for improving the communication between services and users. In this work, we present an agent-based application that allows multimodal and emotional interaction with the users through different channels: visual, oral and written. The system has been assessed with real users in order to verify the virtual character's ability to express emotions.",2015.0,0.0,0.0,False,,{'name': 'Proceedings of the XVI International Conference on Human Computer Interaction'},"{'bibtex': '@Book{Baldassarri2015EmotionalVA,\n author = {S. Baldassarri and E. Cerezo},\n booktitle = {Interacción},\n journal = {Proceedings of the XVI International Conference on Human Computer Interaction},\n title = {Emotional virtual agent for mobile devices},\n year = {2015}\n}\n'}","[{'authorId': '1787072', 'name': 'S. Baldassarri'}, {'authorId': '144046205', 'name': 'E. Cerezo'}]"
1849,9e5b55d37ea21c26d5027e29cc4602a8382d3384,Reporting Mental Health Symptoms: Breaking Down Barriers to Care with Virtual Human Interviewers,"A common barrier to healthcare for psychiatric conditions is the stigma associated with these disorders. Perceived stigma prevents many from reporting their symptoms. Stigma is a particularly pervasive problem among military service members, preventing them from reporting symptoms of combat-related conditions like posttraumatic stress disorder (PTSD). However, research shows increased reporting by service members when anonymous assessments are used. For example, service members report more symptoms of PTSD when they anonymously answer the Post-Deployment Health Assessment (PDHA) symptom checklist compared to the official PDHA, which is identifiable and linked to their military records. To investigate the factors that influence reporting of psychological symptoms by service members, we used a transformative technology: automated virtual humans that interview people about their symptoms. Such virtual human interviewers allow simultaneous use of two techniques for eliciting disclosure that would otherwise be incompatible; they afford anonymity while also building rapport. We examined whether virtual human interviewers could increase disclosure of mental health symptoms among active-duty service members that just returned from a year-long deployment in Afghanistan. Service members reported more symptoms during a conversation with a virtual human interviewer than on the official PDHA. They also reported more to a virtual human interviewer than on an anonymized PDHA. A second, larger sample of active-duty and former service members found a similar effect that approached statistical significance. Because respondents in both studies shared more with virtual human interviewers than an anonymized PDHA -even though both conditions control for stigma and ramifications for service members’ military records- virtual human interviewers that build rapport may provide a superior option to encourage reporting.",2017.0,71.0,164.0,True,"{'url': 'https://www.frontiersin.org/articles/10.3389/frobt.2017.00051/pdf', 'status': None}","{'volume': '4', 'pages': '51', 'name': 'Frontiers Robotics AI'}","{'bibtex': '@Article{Lucas2017ReportingMH,\n author = {Gale M. Lucas and A. Rizzo and J. Gratch and Stefan Scherer and Giota Stratou and Jill Boberg and Louis-Philippe Morency},\n journal = {Frontiers Robotics AI},\n pages = {51},\n title = {Reporting Mental Health Symptoms: Breaking Down Barriers to Care with Virtual Human Interviewers},\n volume = {4},\n year = {2017}\n}\n'}","[{'authorId': '2419453', 'name': 'Gale M. Lucas'}, {'authorId': '29861580', 'name': 'A. Rizzo'}, {'authorId': '145438097', 'name': 'J. Gratch'}, {'authorId': '1770312', 'name': 'Stefan Scherer'}, {'authorId': '2624478', 'name': 'Giota Stratou'}, {'authorId': '6349590', 'name': 'Jill Boberg'}, {'authorId': '49933077', 'name': 'Louis-Philippe Morency'}]"
1850,9e7c6355f3a50cf5aa3c2a1e4d5db56d289b14a4,Beyond mind-reading: multi-voxel pattern analysis of fMRI data,,2006.0,57.0,2225.0,False,,"{'volume': '10', 'pages': '424-430', 'name': 'Trends in Cognitive Sciences'}","{'bibtex': '@Article{Norman2006BeyondMM,\n author = {K. Norman and Sean M. Polyn and Greg Detre and J. Haxby},\n journal = {Trends in Cognitive Sciences},\n pages = {424-430},\n title = {Beyond mind-reading: multi-voxel pattern analysis of fMRI data},\n volume = {10},\n year = {2006}\n}\n'}","[{'authorId': '1780319', 'name': 'K. Norman'}, {'authorId': '2872825', 'name': 'Sean M. Polyn'}, {'authorId': '2096648', 'name': 'Greg Detre'}, {'authorId': '2327323', 'name': 'J. Haxby'}]"
1851,9e865ddf1ddccc49b39c795c09aa02a0392dab2d,Pupil adaptation corresponds to quantitative measures of autism traits in children,,2017.0,56.0,27.0,True,"{'url': 'https://www.nature.com/articles/s41598-017-06829-1.pdf', 'status': None}","{'volume': '7', 'name': 'Scientific Reports'}","{'bibtex': '@Article{DiCriscio2017PupilAC,\n author = {A. S. DiCriscio and V. Troiani},\n journal = {Scientific Reports},\n title = {Pupil adaptation corresponds to quantitative measures of autism traits in children},\n volume = {7},\n year = {2017}\n}\n'}","[{'authorId': '9059336', 'name': 'A. S. DiCriscio'}, {'authorId': '2562268', 'name': 'V. Troiani'}]"
1852,9ea647f3a27ccbfab3006228ab54dfe8122745ac,Empathy in Social Agents,"Empathy is seen as the capacity to perceive, understand and experience others' emotions. This notion is often considered as one of the major elements in social interactions between humans. As such, when creating social agents, that are believable and able to engage users in social interactions, empathy needs to be addressed. Indeed, for the past few years, many researchers have been looking at this problem, not only in trying to find ways to perceive the user's emotions, but also to adapt to them, and react in an empathic way. This paper provides a small overview of this new challenging area of research, by analyzing empathy in the social relations established between humans and social agents, and providing a concrete model for the creation of empathic social agents.",2011.0,12.0,35.0,True,"{'url': 'https://ijvr.eu/article/download/2794/8852', 'status': None}","{'volume': '10', 'pages': '1-4', 'name': 'Int. J. Virtual Real.'}","{'bibtex': '@Article{Paiva2011EmpathyIS,\n author = {Ana Paiva},\n journal = {Int. J. Virtual Real.},\n pages = {1-4},\n title = {Empathy in Social Agents},\n volume = {10},\n year = {2011}\n}\n'}","[{'authorId': '145136631', 'name': 'Ana Paiva'}]"
1853,9ea80fd6ce6ad3e12e43338802d26443ce126f9f,"The emulation theory of representation: Motor control, imagery, and perception","The emulation theory of representation is developed and explored as a framework that can revealingly synthesize a wide variety of representational functions of the brain. The framework is based on constructs from control theory (forward models) and signal processing (Kalman filters). The idea is that in addition to simply engaging with the body and environment, the brain constructs neural circuits that act as models of the body and environment. During overt sensorimotor engagement, these models are driven by efference copies in parallel with the body and environment, in order to provide expectations of the sensory feedback, and to enhance and process sensory information. These models can also be run off-line in order to produce imagery, estimate outcomes of different actions, and evaluate and develop motor plans. The framework is initially developed within the context of motor control, where it has been shown that inner models running in parallel with the body can reduce the effects of feedback delay problems. The same mechanisms can account for motor imagery as the off-line driving of the emulator via efference copies. The framework is extended to account for visual imagery as the off-line driving of an emulator of the motor-visual loop. I also show how such systems can provide for amodal spatial imagery. Perception, including visual perception, results from such models being used to form expectations of, and to interpret, sensory input. I close by briefly outlining other cognitive functions that might also be synthesized within this framework, including reasoning, theory of mind phenomena, and language.",2004.0,337.0,1176.0,True,"{'url': 'http://www.cs.ucsd.edu/classes/fa07/cse87-b/papers/grush-em.pdf', 'status': None}","{'volume': '27', 'pages': '377 - 396', 'name': 'Behavioral and Brain Sciences'}","{'bibtex': '@Article{Grush2004TheET,\n author = {R. Grush},\n journal = {Behavioral and Brain Sciences},\n pages = {377 - 396},\n title = {The emulation theory of representation: Motor control, imagery, and perception},\n volume = {27},\n year = {2004}\n}\n'}","[{'authorId': '3107833', 'name': 'R. Grush'}]"
1854,9eb485c8eac410c6a9a704ee2f7d98ab95cb07ce,Using Linguistic Cues for the Automatic Recognition of Personality in Conversation and Text,"It is well known that utterances convey a great deal of information about the speaker in addition to their semantic content. One such type of information consists of cues to the speaker's personality traits, the most fundamental dimension of variation between humans. Recent work explores the automatic detection of other types of pragmatic variation in text and conversation, such as emotion, deception, speaker charisma, dominance, point of view, subjectivity, opinion and sentiment. Personality affects these other aspects of linguistic production, and thus personality recognition may be useful for these tasks, in addition to many other potential applications. However, to date, there is little work on the automatic recognition of personality traits. This article reports experimental results for recognition of all Big Five personality traits, in both conversation and text, utilising both self and observer ratings of personality. While other work reports classification results, we experiment with classification, regression and ranking models. For each model, we analyse the effect of different feature sets on accuracy. Results show that for some traits, any type of statistical model performs significantly better than the baseline, but ranking models perform best overall. We also present an experiment suggesting that ranking models are more accurate than multi-class classifiers for modelling personality. In addition, recognition models trained on observed personality perform better than models trained using self-reports, and the optimal feature set depends on the personality trait. A qualitative analysis of the learned models confirms previous findings linking language and personality, while revealing many new linguistic markers.",2007.0,94.0,894.0,True,"{'url': 'https://jair.org/index.php/jair/article/download/10520/25197', 'status': None}","{'volume': '30', 'pages': '457-500', 'name': 'J. Artif. Intell. Res.'}","{'bibtex': '@Article{Mairesse2007UsingLC,\n author = {François Mairesse and M. Walker and M. Mehl and Roger K. Moore},\n journal = {J. Artif. Intell. Res.},\n pages = {457-500},\n title = {Using Linguistic Cues for the Automatic Recognition of Personality in Conversation and Text},\n volume = {30},\n year = {2007}\n}\n'}","[{'authorId': '1769183', 'name': 'François Mairesse'}, {'authorId': '2234088162', 'name': 'M. Walker'}, {'authorId': '1760412', 'name': 'M. Mehl'}, {'authorId': '145914568', 'name': 'Roger K. Moore'}]"
1855,9ed50b34b8264750d5377f83cbe271a5bb335bc1,Design Evaluation of a Simulation for Teacher Education,"Recent calls to improve the quality of education in schools have drawn attention to the importance of teachers’ preparation for work in classroom settings. Although the practicum has long been the traditional means for pre-service teachers to learn and practice classroom teaching, it does not always offer student teachers the time, safe practice experiences, repetition, or extensive feedback needed for them to gain adequate knowledge, skills, and confidence. Well-designed simulations can augment the practicum and address these gaps. This study evaluated the design of simSchool (v.1), an online simulation for pre-service teachers, using student teachers’ ratings of selected factors, including realism, appropriateness of content and curriculum, appropriateness for target users, and user interaction. Based on these ratings, the study identified strengths and weaknesses, and suggested improvements for the software. Participant ratings varied considerably but indicated that certain aspects of the simulation, such as its educational value, classroom challenges, and simulated student characteristics, were moderately well received. However, user interface navigation and the range and realism of simulated teacher–student interactions should be improved.",2015.0,57.0,42.0,True,,"{'volume': '5', 'name': 'SAGE Open'}","{'bibtex': '@Article{Badiee2015DesignEO,\n author = {Farnaz Badiee and D. Kaufman},\n journal = {SAGE Open},\n title = {Design Evaluation of a Simulation for Teacher Education},\n volume = {5},\n year = {2015}\n}\n'}","[{'authorId': '112854120', 'name': 'Farnaz Badiee'}, {'authorId': '47330994', 'name': 'D. Kaufman'}]"
1856,9ed64e27f458a361b0d2adbbac3b1c3e7711d79c,The Role of Velocity in Affect Discrimination,"The Role of Velocity in Affect Discrimination Helena M. Paterson (helena@psy.gla.ac.uk) Glasgow, G12 8QB Frank E. Pollick (frank@psy.gla.ac.uk) Department of Psychology, 58 Hillhead Street, Glasgow, G12 8QB Anthony J. Sanford (tony@psy.gla.ac.uk) Department of Psychology, 58 Hillhead Street, Glasgow, G12 8QB Abstract Two experiments are described that examine the role of speed in the categorisation of affective biological motion displays. For the first experiment movements were recorded for 10 affects and the point-light animations of them were shown to participants in a recognition task. The resultant confusion matrices were analysed using the ALSCAL multi-dimensional scaling procedure and produced a 2-dimensional psychological space. The psychological space for discrimination was similar to that from recent models of experienced affect in that the first dimension corresponded to the activation dimension from these models. A strong correlation between the movement speed and the activation dimension confirmed the finding. From these results it would appear that the mapping between stimulus properties and representation of activation in affect is a fairly direct one. For the second experiment more sad, angry and neutral movements were collected. New movements of different duration, but identical spatial displacement were made using an interpolation algorithm. Observers viewed the movements as point light displays and heir task was to rate intensity of affect. Results from this experiment indicate speed plays a major role in modulating the intensity of activation in perceived affect. Introduction Humans can easily tell each other apart and interpret subtle differences in behaviour that communicates intentions, identity and emotions easily. Cues from facial features are used for much of this recognition, however, highly impoverished stimuli - such as point- light displays - convey sufficient information for the recognition of such person properties (Barclay, Cutting & Kozlowski, 1978, Cutting & Kozlowski, 1977; Dittrich, Troscianko, Lea & Morgan, 1986; Hill & Pollick, 2000; Kozlowski & Cutting, 1978; Mather & Murdoch, 1994; Runeson & Frykholm, 1981; Runeson & Frykholm, 1983; Walk & Homan, 1984). The cues that convey this information in biological motion are of primary interest to us and using point light displays of human arm movements, we have concentrated on the recognition of emotion from biological motion. In exploring the way in which humans recognise affect, it is possible not only to look at the accuracy with which an affect is recognised, but also at the structure of the representation of affect. A number of models for the structure of experienced affect have been suggested that resemble each other in a number of factors (Russell, 1980; Watson and Tellegen, 1985; Thayer, 1989, Larsen and Diener; 1992; Feldman, Barrett and Russell, 1999). The similarities between these models are that the structure of affect is a two- dimensional and continuous structure. This structure is referred to as a circumplex model (Feldman, Barrett and Russell, 1999). The two dimensions of the circumplex models are bipolar and independent. One dimension represents valence (for instance hedonic tone, pleasant – unpleasant) and the other, arousal or activation (arousal – sleep/ activated – deactivated). The models are also continuous, with affects falling on a circle, centred on the origin of the psychological space defined by the two dimensions. Although these models were established as representing one’s own experience of affect, there is recent evident to suggest that experience and perception interact when observing another person’s actions (Decety and Grezes, 1999; Rizzolatti, Fadiga, Gallese and Foggassi, 1996). Additionally biological motion relies on both specialised bottom-up processes of motion detection (Mather, Radford and West, 1992; Neri, Morrone and Burr, 1998) and interactions between these and top-down processes (Shiffrar and Freyd, 1990, 1993; Thornton, Pinto and Shiffrar, 1998). In the case of affect perception such a top-down process may well originate from the influence of an internal structure of affect. It seems reasonable, therefore, to further explore the possible relationship between perception and structure of affect. There is also, currently, little research that concentrates specifically at the recognition of emotion",2001.0,25.0,67.0,False,,"{'volume': '23', 'name': ''}","{'bibtex': '@Inproceedings{Paterson2001TheRO,\n author = {H. Paterson and F. Pollick and A. Sanford},\n title = {The Role of Velocity in Affect Discrimination},\n volume = {23},\n year = {2001}\n}\n'}","[{'authorId': '47877778', 'name': 'H. Paterson'}, {'authorId': '2819854', 'name': 'F. Pollick'}, {'authorId': '2213526', 'name': 'A. Sanford'}]"
1857,9edf74cfa5d65e198832242d7362727fda68f34d,American Association of State Highway and Transportation Officials. Highway Drainage Guidelines American Association of State Highway and Transportation Officials. LRFD Bridge Design Specifications,"The annual meeting of the AASHTO Subcommittee on Design, Task Force on Geometric Design was held in Charleston, South Carolina during the period July 13 through July 16, 2003. The purpose of the meeting was to review several documents undergoing revision, review the proposed revisions to the superelevation discussion in the Green Book, consider future research, and other administrative matters of concern to the Task Force Membership.",2000.0,3.0,2361.0,False,,"{'volume': '', 'name': ''}","{'bibtex': '@Inproceedings{Little2000AmericanAO,\n author = {Bryan E. Little and T. A. Mize and R. J. Bailey},\n title = {American Association of State Highway and Transportation Officials. Highway Drainage Guidelines American Association of State Highway and Transportation Officials. LRFD Bridge Design Specifications},\n year = {2000}\n}\n'}","[{'authorId': '94698724', 'name': 'Bryan E. Little'}, {'authorId': '94945302', 'name': 'T. A. Mize'}, {'authorId': '36691104', 'name': 'R. J. Bailey'}]"
1858,9ef698ea3e28aea9d65642e662f864053553a68d,"APML, a Markup Language for Believable Behavior Generation",,2004.0,31.0,283.0,False,,{'pages': '65-86'},"{'bibtex': '@Inproceedings{Carolis2004APMLAM,\n author = {B. D. Carolis and C. Pelachaud and I. Poggi and Mark Steedman},\n pages = {65-86},\n title = {APML, a Markup Language for Believable Behavior Generation},\n year = {2004}\n}\n'}","[{'authorId': '1739256', 'name': 'B. D. Carolis'}, {'authorId': '1703084', 'name': 'C. Pelachaud'}, {'authorId': '1802126', 'name': 'I. Poggi'}, {'authorId': '145332819', 'name': 'Mark Steedman'}]"
1860,9f367a7ea95814d827bf4859129868c8e4a5e1c1,Retail salespeople's mimicry of customers: Effects on consumer behavior,,2011.0,52.0,74.0,False,,"{'volume': '18', 'pages': '381-388', 'name': 'Journal of Retailing and Consumer Services'}","{'bibtex': ""@Article{Jacob2011RetailSM,\n author = {Céline Jacob and N. Guéguen and Angélique Martin and Gaëlle Boulbry},\n journal = {Journal of Retailing and Consumer Services},\n pages = {381-388},\n title = {Retail salespeople's mimicry of customers: Effects on consumer behavior},\n volume = {18},\n year = {2011}\n}\n""}","[{'authorId': '10125477', 'name': 'Céline Jacob'}, {'authorId': '1892904', 'name': 'N. Guéguen'}, {'authorId': '4889270', 'name': 'Angélique Martin'}, {'authorId': '2084060441', 'name': 'Gaëlle Boulbry'}]"
1861,9f3ce188893ce94f58e5a0eda3722bad404e7caa,Introduction of the need model for humanoid robots to generate active behavior,"The authors have been developing human-like head robots in order to develop new head mechanisms and functions for a humanoid robot that has the ability to communicate naturally with a human by expressing human-like emotion. We believe that in the future, it will be necessary for personal robots to generate active behavior to interact bilaterally between human and robot. Therefore, we developed an emotion expression humanoid robot WE-4R (Waseda eye no.4 refined) in 2003. The need model consisting of the ""appetite,"" the ""need for security"" and the ""need for exploration"" was introduced to the mental model for humanoid robots. We also defined the ""need matrix"" and introduced the ""equations of need"" to describe the robot needs. Robots with the need model can generate and express active behavior according to their need. This paper describes the need model that is implemented in the emotion expression humanoid robot WE-4R.",2003.0,10.0,35.0,False,,"{'volume': '2', 'pages': '1400-1406 vol.2', 'name': 'Proceedings 2003 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS 2003) (Cat. No.03CH37453)'}","{'bibtex': '@Article{Miwa2003IntroductionOT,\n author = {H. Miwa and K. Itoh and D. Ito and H. Takanobu and A. Takanishi},\n journal = {Proceedings 2003 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS 2003) (Cat. No.03CH37453)},\n pages = {1400-1406 vol.2},\n title = {Introduction of the need model for humanoid robots to generate active behavior},\n volume = {2},\n year = {2003}\n}\n'}","[{'authorId': '2065285579', 'name': 'H. Miwa'}, {'authorId': '46677342', 'name': 'K. Itoh'}, {'authorId': '2057391878', 'name': 'D. Ito'}, {'authorId': '1678499', 'name': 'H. Takanobu'}, {'authorId': '1737432', 'name': 'A. Takanishi'}]"
1862,9f5ac049fe4aa8274f76a9ee1dbf9d135158e0c4,Expression of Emotion as Part of the Work Role,"Research in organizational behavior focuses on expressed and felt emotions as indicators of employee health and satisfaction. In contrast, less conceptual and empirical work addresses the display of feelings as part of the job. This paper proposes a conceptual framework to guide theory development and research about the causes, qualities, and consequences of emotions that are expressed to fulfill role expectations.",1987.0,40.0,1456.0,False,,"{'volume': '12', 'pages': '23-37', 'name': 'Academy of Management Review'}","{'bibtex': '@Article{Rafaeli1987ExpressionOE,\n author = {A. Rafaeli and R. I. Sutton},\n journal = {Academy of Management Review},\n pages = {23-37},\n title = {Expression of Emotion as Part of the Work Role},\n volume = {12},\n year = {1987}\n}\n'}","[{'authorId': '2539868', 'name': 'A. Rafaeli'}, {'authorId': '3169834', 'name': 'R. I. Sutton'}]"
1863,9f86366feecbcfdf6c5be165fcf38c679164cc89,Machine Learning and the Profession of Medicine.,"This Viewpoint discusses the opportunities and ethical implications of using machine learning technologies, which can rapidly collect and learn from large amounts of personal data, to provide individalized patient care.",2016.0,6.0,304.0,False,,"{'volume': '315 6', 'pages': '\n          551-2\n        ', 'name': 'JAMA'}","{'bibtex': '@Article{Darcy2016MachineLA,\n author = {Alison M Darcy and A. Louie and L. Roberts},\n journal = {JAMA},\n pages = {\n          551-2\n        },\n title = {Machine Learning and the Profession of Medicine.},\n volume = {315 6},\n year = {2016}\n}\n'}","[{'authorId': '6120000', 'name': 'Alison M Darcy'}, {'authorId': '7172935', 'name': 'A. Louie'}, {'authorId': '34934943', 'name': 'L. Roberts'}]"
1864,9f88ce3ee9a8b1aaebbe51306602ba0895b82979,"The State-Trait Anxiety Inventory, Trait version: structure and content re-examined.",,1998.0,20.0,615.0,True,,"{'volume': '36 7-8', 'pages': '\n          777-88\n        ', 'name': 'Behaviour research and therapy'}","{'bibtex': '@Article{Bieling1998TheSA,\n author = {Peter J. Bieling and Martin M. Antony and Martin M. Antony and R. Swinson},\n journal = {Behaviour research and therapy},\n pages = {\n          777-88\n        },\n title = {The State-Trait Anxiety Inventory, Trait version: structure and content re-examined.},\n volume = {36 7-8},\n year = {1998}\n}\n'}","[{'authorId': '2239042739', 'name': 'Peter J. Bieling'}, {'authorId': '2239042892', 'name': 'Martin M. Antony'}, {'authorId': '2239042892', 'name': 'Martin M. Antony'}, {'authorId': '6796306', 'name': 'R. Swinson'}]"
